caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight,first,give,given,last,matrilineal,nick,nickname,suffix
,New York,1946,,National League,,mcconnell/WPHYYFK,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris,Arnovich,,,,
,Davenport,1947,,Illinois-Indiana-Iowa League,,mcconnell/WPHYYFK,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris,Arnovich,,,,
,Hutchinson,1947,,Western Association,,mcconnell/WPHYYFK,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris,Arnovich,,,,
,Selma,1948,,Southeastern League,,mcconnell/WPHYYFK,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris,Arnovich,,,,
,Cadillac,1913,,Michigan State League,,blau/PJSTKYQ,,,,blau/blau-20170129,,player,,Herman,,,Arnson,,,,
,San Antonio,1927,,Texas League,,blau/KVPXVJB,,,,blau/blau-20170219,,player,,Pete,,,Arzatti,,,,
,Laredo,1927,,Texas Valley League,,blau/KVPXVJB,,,,blau/blau-20170219,,player,,Pete,,,Arzatti,,,,
,Dallas,1928,,Texas League,,blau/VGQVGRL,,,,blau/blau-20170205,,player,,Pete,,,Arzatti,,,,
,San Antonio,1928,,Texas League,,blau/VGQVGRL,,,,blau/blau-20170205,,player,,Pete,,,Arzatti,,,,
,Peoria,1930,,Illinois-Indiana-Iowa League,,blau/VGQVGRL,,,,blau/blau-20170205,,player,,Pete,,,Arzatti,,,,
,Dayton,1910,,Central League,,blau/FHVZNGL,,,,blau/blau-20180521,,player,,Ed,,,Asher,,,,
,Ludington,1914,,Michigan State League,,blau/FHVZNGL,,,,blau/blau-20180521,,player,,Ed,,,Asher,,,,
,South Bend,1914,,Southern Michigan League,,blau/FHVZNGL,,,,blau/blau-20180521,,player,,Ed,,,Asher,,,,
,Leavenworth,1907,,Western Association,,blau/YWWPYHJ,,,,blau/blau-20180521,,player,,,,,Ashley,,,,
,Waco,1915,,Texas League,,blau/KSHMYNT,,,,blau/blau-20170108,,player,,Jack,,,Ashton,,,,
,Anniston,1914,,Georgia-Alabama League,,blau/CMCPTDL,,,,blau/blau-20180331,,player,,,,,Askew,,,,
,Talladega,1914,,Georgia-Alabama League,,blau/CMCPTDL,,,,blau/blau-20180331,,player,,,,,Askew,,,,
,Waterloo,1913,,Central Association,,mcconnell/ZNMNVZD,,C-OF,,mcconnell/McConnell,,playing,,Frank,,Frank,Askland,,,,
,Waterloo,1914,,Central Association,,mcconnell/ZNMNVZD,,C,,mcconnell/McConnell,,playing,,Frank,,Frank,Askland,,,,
,Waterloo,1915,,Central Association,,mcconnell/ZNMNVZD,,OF-C-3B,,mcconnell/McConnell,,playing,,Frank,,Frank,Askland,,,,
,Marshalltown/Cedar Rapids,1917,,Central Association,,mcconnell/ZNMNVZD,,C,,mcconnell/McConnell,,playing,,Frank,,Frank,Askland,,,,
,Mitchell,1920,,South Dakota State League,,mcconnell/ZNMNVZD,,C,,mcconnell/McConnell,,playing,,Frank,,Frank,Askland,,,,
,Mitchell,1923,,South Dakota State League,,mcconnell/ZNMNVZD,,C,,mcconnell/McConnell,,playing,,Frank,,Frank,Askland,,,,
,Roanoke,1943,,Piedmont League,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Auburn,1946,,Border League,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Lynn,1947,,New England League,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Scranton,1948,,Eastern League,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Birmingham,1948,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Birmingham,1949,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Seattle,1950,,Pacific Coast League,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Little Rock,1950,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Toledo,1951,,American Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Little Rock,1951,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Buffalo,1952,,International League,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Little Rock,1952,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Little Rock,1953,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Little Rock,1954,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Chattanooga,1955,,Southern Association,,mcconnell/JZFTGSS,,1B,,mcconnell/McConnell,,playing,,Ralph,,Ralph,Atkins,,,,
,Durham,1915,,North Carolina State League,,blau/LPLJXKW,,,,blau/blau-20170129,,player,,A.,,Ambrose B.,Atkinson,,,,
,Columbia,1914,,South Atlantic League,,morris/RHNSPPB,,P,,morris/1915NorthCarolinaState/AshevilleGazetteNews/1,,player,,Hollis,,,Atkinson,,,,
,Asheville,1915,,North Carolina State League,,morris/RHNSPPB,,P,,morris/1915NorthCarolinaState/AshevilleGazetteNews/1,,player,,Hollis,,,Atkinson,,,,
,Washington,1927,,American League,,blau/KBJYQNV,,,,blau/blau-20170731,,player,,Hubert,,,Atkinson,,,,
,Albany,1928,,Southeastern League,,blau/KBJYQNV,,,,blau/blau-20170731,,player,,Hubert,,,Atkinson,,,,
,Greensboro,1915,,North Carolina State League,,morris/CVXLQND,,P,,morris/1915NorthCarolinaState/GreensboroDailyNews/3,,player,,,,,Atkinson,,,,
,Greensboro,1915,,North Carolina State League,,morris/LDDTZQP,,P,,morris/1915NorthCarolinaState/TwinCityDailySentinel/27,,player,,,,,Atkinson,,,,
,Albuquerque,1948,,West Texas-New Mexico League,,mcconnell/YXWSJDR,,3B-SS,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Albuquerque,1949,,West Texas-New Mexico League,,mcconnell/YXWSJDR,,3B-2B-OF,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Temple,1950,,Big State League,,mcconnell/YXWSJDR,,3B-2B,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Temple,1951,,Big State League,,mcconnell/YXWSJDR,,3B,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Oakland/Sacramento,1952,,Pacific Coast League,,mcconnell/YXWSJDR,,OF-3B,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Sacramento,1953,,Pacific Coast League,,mcconnell/YXWSJDR,,OF-2B-SS-3B,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Sacramento,1954,,Pacific Coast League,,mcconnell/YXWSJDR,,OF,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Sacramento,1955,,Pacific Coast League,,mcconnell/YXWSJDR,,PR,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Amarillo,1955,,West Texas-New Mexico League,,mcconnell/YXWSJDR,,OF,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Amarillo,1956,,Western League,,mcconnell/YXWSJDR,,OF,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Amarillo,1957,,Western League,,mcconnell/YXWSJDR,,OF-3B,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Amarillo,1958,,Western League,,mcconnell/YXWSJDR,,3B,,mcconnell/McConnell,,playing,,Leonard,,Leonard Francis,Attyd,,,,
,Troy,1900,,New York State League,,mcconnell/SDYZMYH,,SS-2B-3B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Raleigh,1901,,North Carolina League,,mcconnell/SDYZMYH,,3B-SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,New Orleans,1901,,Southern League,,mcconnell/SDYZMYH,,3B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Raleigh,1901,,Virginia-North Carolina League,,mcconnell/SDYZMYH,,3B-SS-2B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Washington,1902,,American League,,mcconnell/SDYZMYH,,2B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,New Orleans,1902,,Southern Association,,mcconnell/SDYZMYH,,2B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Memphis/New Orleans,1903,,Southern Association,,mcconnell/SDYZMYH,,SS-2B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,New Orleans,1904,,Southern Association,,mcconnell/SDYZMYH,,SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Portland/Los Angeles,1905,,Pacific Coast League,,mcconnell/SDYZMYH,,SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Los Angeles,1906,,Pacific Coast League,,mcconnell/SDYZMYH,,SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,New Orleans,1906,,Southern Association,,mcconnell/SDYZMYH,,SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Chicago,1907,,American League,,mcconnell/SDYZMYH,,3B-OF,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,New Orleans,1907,,Southern Association,,mcconnell/SDYZMYH,,SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Chicago,1908,,American League,,mcconnell/SDYZMYH,,2B-SS-3B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Chicago,1909,,American League,,mcconnell/SDYZMYH,,2B-OF-SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Providence,1910,,Eastern League,,mcconnell/SDYZMYH,,2B-SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Providence,1911,,Eastern League,,mcconnell/SDYZMYH,,2B-SS,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,Providence,1912,,International League,,mcconnell/SDYZMYH,,2B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
,New Orleans,1913,,Southern Association,,mcconnell/SDYZMYH,,2B-3B,,mcconnell/McConnell,,playing,,Jake,,John Jacob,Atz,,,,
